univers,mot_cle,volume_mensuel_UK,cpc_USD,decision,phase,groupe_regroupement,raison,source,pays,langue,reseaux_partenaires,mesure,date_verification,offre
watch,watch box with drawer,70,0.62,CONDITIONNEL,COEUR,box-drawer,removed: drawer not present on closed ten-slot SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch boxes and cases,480,2.27,CONDITIONNEL,COEUR,box-case,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch case,3600,1.2,CONDITIONNEL,COEUR,watch-case,removed: case intent mixed with closed box SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch case for men,1000,1.23,CONDITIONNEL,COEUR,watch-case-men,removed: audience/case intent not proven by SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch collection box,390,0.84,CONDITIONNEL,COEUR,collection-box,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch display box,1900,0.91,CONDITIONNEL,COEUR,display-case,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch display cabinet,1900,0.91,CONDITIONNEL,COEUR,display-case,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch display case,1900,0.91,CONDITIONNEL,COEUR,display-case,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch holder box,70,1.46,CONDITIONNEL,COEUR,holder-box,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch jewelry box,390,0.97,CONDITIONNEL,COEUR,jewellery-box,removed: jewellery mix not present on SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch organiser,260,0.63,CONDITIONNEL,COEUR,organiser,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch presentation box,90,0.89,CONDITIONNEL,COEUR,presentation-box,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch storage case,210,1.3,CONDITIONNEL,COEUR,storage-case,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,wrist watch case,3600,1.2,CONDITIONNEL,COEUR,watch-case,removed: case intent mixed with closed box SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,wrist watch organiser,260,0.63,CONDITIONNEL,COEUR,organiser,archivé: format/feature non prouvée par le fermé bois 10-slot,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,battery powered watch winder,50,2.71,CONDITIONNEL,COEUR,winder-battery,"Boîtier PU et alimentation USB ; bois, batterie autonome et silence mesuré non attestés.",uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,box watch winder,1600,1.52,CONDITIONNEL,COEUR,box-winder,word-order combined intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,silent watch winder,30,0.91,CONDITIONNEL,COEUR,winder-silent,"Boîtier PU et alimentation USB ; bois, batterie autonome et silence mesuré non attestés.",uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch box and winder,1600,1.52,CONDITIONNEL,COEUR,box-winder,combined box/winder; verify exact SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder and storage,30,1.48,CONDITIONNEL,COEUR,winder-storage,close storage feature,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder box,1600,1.52,CONDITIONNEL,COEUR,box-winder,combined box/winder; verify exact SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder display box,40,2.3,CONDITIONNEL,COEUR,winder-display,display/storage feature; verify SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder display case,40,2.3,CONDITIONNEL,COEUR,winder-display,display/storage feature; verify SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,watch winder with storage,30,1.48,CONDITIONNEL,COEUR,winder-storage,storage feature; verify SKU,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,wooden watch winder,30,1.91,CONDITIONNEL,COEUR,winder-wooden,"Boîtier PU et alimentation USB ; bois, batterie autonome et silence mesuré non attestés.",uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,remontoir-double
watch,custom watch box,320,1.95,EXCLURE,COEUR,personalised,personalisation,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,engraved watch box,320,1.95,EXCLURE,COEUR,personalised,personalisation,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,personalised watch box,480,1.33,EXCLURE,COEUR,personalised,personalisation,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,pocket watch display case,210,0.37,EXCLURE,COEUR,pocket,pocket watch,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch case back removal tool,90,0.25,EXCLURE,COEUR,repair,repair/tool intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch case opener,170,0.29,EXCLURE,COEUR,repair,repair/tool intent,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch roll case,320,2.24,EXCLURE,COEUR,travel-roll,travel roll,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
watch,watch travel case,1900,1.9,EXCLURE,COEUR,travel,travel case,uk-20260907-cont3-watch-keywords.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,coffret-10
metal,beginner metal detector,390,1.54,CIBLABLE,COEUR,beginners,same history as for beginners,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,best metal detector,1300,1.93,CIBLABLE,EXPLORATION,best-metal,commercial modifier,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,best metal detector for beginners,590,1.57,CIBLABLE,EXPLORATION,best-beginners,commercial modifier,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,best metal detector uk,880,1.83,CIBLABLE,EXPLORATION,best-metal-uk,UK commercial modifier,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,best starter metal detector,590,1.57,CIBLABLE,EXPLORATION,best-beginners,same history as best for beginners,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,buy metal detector,210,1.70,CIBLABLE,COEUR,buy,transaction intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector,27100,1.01,CIBLABLE,EXPLORATION,metal-root,head product term,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector adults,140,1.11,CIBLABLE,COEUR,adults,same history as for adults,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector for adults,140,1.11,CIBLABLE,COEUR,adults,explicit adult intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector for beginners,390,1.54,CIBLABLE,COEUR,beginners,audience intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector price,320,0.98,CIBLABLE,EXPLORATION,price,commercial research,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector uk,2900,1.41,CIBLABLE,EXPLORATION,metal-uk,UK modifier,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detectors,27100,1.01,CIBLABLE,EXPLORATION,metal-root,plural same history,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detectors for sale,2400,1.53,CIBLABLE,COEUR,metal-sale,transaction intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,beach metal detector,90,1.23,CONDITIONNEL,EXPLORATION,beach,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,best metal detector for beach,90,1.17,CONDITIONNEL,EXPLORATION,beach,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,gold metal detector,590,0.91,CONDITIONNEL,EXPLORATION,gold,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector for gold,590,0.91,CONDITIONNEL,EXPLORATION,gold,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector kits,110,0.95,CONDITIONNEL,EXPLORATION,kits,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector with headphones,140,0.49,CONDITIONNEL,EXPLORATION,headphones,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,professional metal detector,390,1.32,CONDITIONNEL,EXPLORATION,professional,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,underwater metal detector,390,0.47,CONDITIONNEL,EXPLORATION,underwater,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,waterproof metal detector,260,1.12,CONDITIONNEL,EXPLORATION,waterproof,"Hors offre initiale : boîtier non étanche, aucun casque/kit annexe inclus, performances pro/or non démontrées.",uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,cheap metal detector,210,0.33,EXCLURE,EXPLORATION,low-price,below 80 EUR screen,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,childrens metal detector,3600,0.48,EXCLURE,EXPLORATION,kids,wrong audience for adult SKU,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,garrett metal detector uk,170,1.52,EXCLURE,EXPLORATION,brand,competitor brand,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,industrial metal detector,140,5.42,EXCLURE,EXPLORATION,industrial,wrong product intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,medical detector,1900,3.87,EXCLURE,EXPLORATION,medical,wrong product intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector and pinpointer,720,0.72,EXCLURE,EXPLORATION,pinpointer,accessory or bundle intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector argos,480,0.37,EXCLURE,EXPLORATION,retailer,retailer intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector for food industry,260,9.20,EXCLURE,EXPLORATION,industrial,wrong product intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector for kids,,,EXCLURE,EXPLORATION,kids,wrong audience for adult SKU,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector hire,590,0.72,EXCLURE,EXPLORATION,rental,service intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector pinpointer,720,0.72,EXCLURE,EXPLORATION,pinpointer,accessory or bundle intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector rental,210,0.72,EXCLURE,EXPLORATION,rental,service intent,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,metal detector shop,480,1.55,EXCLURE,EXPLORATION,retailer,shop intent rather than product,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
metal,minelab metal detectors,1000,1.66,EXCLURE,EXPLORATION,brand,competitor brand,uk-20260907-cont2-metal-detector-expansion.json,GB,en,False,moyenne mensuelle Google Ads ; historique disponible dans la preuve API,2026-09-07,tx-850
chess,beginner chess set,110,0.47,CIBLABLE,COEUR,beginners,compatible audience intent,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess set,14800,0.85,CIBLABLE,EXPLORATION,chess-root,tete generic large intent,uk-20260907-q4-seeds-search-volume.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess set for adults,70,0.76,CIBLABLE,COEUR,adults,compatible audience intent,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess sets,14800,0.85,CIBLABLE,EXPLORATION,chess-root,plural same history as root,uk-20260907-q4-seeds-search-volume.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,foldable chess set,210,0.98,CIBLABLE,COEUR,folding,close folding wording,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,folding chess set,210,0.98,CIBLABLE,COEUR,folding,folding is sourced,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,portable chess set,320,0.61,CIBLABLE,COEUR,portable,portable is sourced,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,wooden chess set,1900,0.9,CIBLABLE,COEUR,wooden,wooden is sourced,uk-20260907-q4-seeds-search-volume.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,wooden chess sets,1900,0.9,CIBLABLE,COEUR,wooden,plural same history as wooden,uk-20260907-q4-seeds-search-volume.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,wooden folding chess set,40,0.76,CIBLABLE,COEUR,wooden-folding,wooden folding variant,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,wooden portable chess set,10,0.77,CIBLABLE,COEUR,wooden-portable,wooden portable variant,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess set for travel,1300,0.46,CONDITIONNEL,COEUR,travel,"same history as travel; plateau39cm, intention voyage compact/aimanté non assurée",uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess set with extra queens,10,0.37,CONDITIONNEL,COEUR,extra-queens,Reines supplémentaires annoncées au titre ; comptage du set à confirmer.,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,folding travel chess set,10,0.14,CONDITIONNEL,COEUR,folding-travel,"folding travel variant; plateau39cm, intention voyage compact/aimanté non assurée",uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,luxury chess set,880,1.28,CONDITIONNEL,COEUR,luxury,quality and accessible price not proven,uk-20260907-q4-seeds-search-volume.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,luxury travel chess set,30,0.91,CONDITIONNEL,COEUR,luxury-travel,"quality and accessible price not proven; plateau39cm, intention voyage compact/aimanté non assurée",uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,travel chess set,1300,0.46,CONDITIONNEL,COEUR,travel,"compatible with portable folding; plateau39cm, intention voyage compact/aimanté non assurée",uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,travel chess set wooden,90,0.84,CONDITIONNEL,COEUR,wooden-travel,"same history as wooden travel; plateau39cm, intention voyage compact/aimanté non assurée",uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,wooden travel chess set,90,0.84,CONDITIONNEL,COEUR,wooden-travel,"wooden portable variant; plateau39cm, intention voyage compact/aimanté non assurée",uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess board,40500,0.46,EXCLURE,COEUR,board-alone,board alone not sourced,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess board set up,14800,0.15,EXCLURE,COEUR,rules-online,instructional intent,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess online game,,,EXCLURE,COEUR,rules-online,online game intent,,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess pieces,,,EXCLURE,COEUR,pieces-alone,pieces alone not sourced,,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,chess rules,,,EXCLURE,COEUR,rules-online,rules and informational intent,,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,ebony chess board,20,0.73,EXCLURE,COEUR,unverified-material-board,board and ebony not attested,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,ebony chess set,30,0.53,EXCLURE,COEUR,unverified-material,ebony not attested,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,electronic chess set,590,0.31,EXCLURE,COEUR,electronic,electronic feature not attested,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,harry potter chess set,2900,0.22,EXCLURE,COEUR,brand,brand or IP intent,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,lewis chess set,1000,0.34,EXCLURE,COEUR,brand,brand or collector intent,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,lightweight travel chess set,10,0.2,EXCLURE,COEUR,lightweight-travel,Poids léger non attesté; ne pas revendiquer cette qualité.,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,magnetic chess set,8100,0.4,EXCLURE,COEUR,magnetic,magnetism not attested,uk-20260907-q4-seeds-search-volume.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,magnetic travel chess set,170,,EXCLURE,COEUR,magnetic-travel,"magnetism not attested; plateau39cm, intention voyage compact/aimanté non assurée",,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,pieces of chess,14800,0.23,EXCLURE,COEUR,pieces-alone,pieces alone not sourced,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,play chess online,,,EXCLURE,COEUR,rules-online,online game intent,,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,portable chess board,320,0.61,EXCLURE,COEUR,board-alone,board alone not sourced,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,portable chess set magnetic,30,0.9,EXCLURE,COEUR,magnetic-travel,magnetism not attested,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,walnut chess board,50,0.93,EXCLURE,COEUR,unverified-material-board,board and walnut not attested,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
chess,walnut chess set,50,0.71,EXCLURE,COEUR,unverified-material,walnut not attested,uk-20260907-q4-chess-expansion.json,GB,en,False,moyenne mensuelle Google Ads; historique août2025–juillet2026,2026-09-07,echecs-39cm
