terme,date,indice,source
poncho laine,2026-05-01,10,trends-q4-poncho-laine.json
poncho laine,2026-06-01,10,trends-q4-poncho-laine.json
poncho laine,2026-07-01,,trends-q4-poncho-laine.json
poncho laine,2026-08-01,18,trends-q4-poncho-laine.json
peignoir homme,2021-01-01,36,trends-q4-peignoir-homme.json
peignoir homme,2021-02-01,33,trends-q4-peignoir-homme.json
peignoir homme,2021-03-01,20,trends-q4-peignoir-homme.json
peignoir homme,2021-04-01,21,trends-q4-peignoir-homme.json
peignoir homme,2021-05-01,19,trends-q4-peignoir-homme.json
peignoir homme,2021-06-01,18,trends-q4-peignoir-homme.json
peignoir homme,2021-07-01,14,trends-q4-peignoir-homme.json
peignoir homme,2021-08-01,16,trends-q4-peignoir-homme.json
peignoir homme,2021-09-01,19,trends-q4-peignoir-homme.json
peignoir homme,2021-10-01,28,trends-q4-peignoir-homme.json
peignoir homme,2021-11-01,71,trends-q4-peignoir-homme.json
peignoir homme,2021-12-01,96,trends-q4-peignoir-homme.json
peignoir homme,2022-01-01,30,trends-q4-peignoir-homme.json
peignoir homme,2022-02-01,25,trends-q4-peignoir-homme.json
peignoir homme,2022-03-01,15,trends-q4-peignoir-homme.json
peignoir homme,2022-04-01,16,trends-q4-peignoir-homme.json
peignoir homme,2022-05-01,15,trends-q4-peignoir-homme.json
peignoir homme,2022-06-01,17,trends-q4-peignoir-homme.json
peignoir homme,2022-07-01,12,trends-q4-peignoir-homme.json
peignoir homme,2022-08-01,14,trends-q4-peignoir-homme.json
peignoir homme,2022-09-01,22,trends-q4-peignoir-homme.json
peignoir homme,2022-10-01,28,trends-q4-peignoir-homme.json
peignoir homme,2022-11-01,70,trends-q4-peignoir-homme.json
peignoir homme,2022-12-01,100,trends-q4-peignoir-homme.json
peignoir homme,2023-01-01,30,trends-q4-peignoir-homme.json
peignoir homme,2023-02-01,22,trends-q4-peignoir-homme.json
peignoir homme,2023-03-01,15,trends-q4-peignoir-homme.json
peignoir homme,2023-04-01,17,trends-q4-peignoir-homme.json
peignoir homme,2023-05-01,15,trends-q4-peignoir-homme.json
peignoir homme,2023-06-01,16,trends-q4-peignoir-homme.json
peignoir homme,2023-07-01,14,trends-q4-peignoir-homme.json
peignoir homme,2023-08-01,14,trends-q4-peignoir-homme.json
peignoir homme,2023-09-01,13,trends-q4-peignoir-homme.json
peignoir homme,2023-10-01,23,trends-q4-peignoir-homme.json
peignoir homme,2023-11-01,62,trends-q4-peignoir-homme.json
peignoir homme,2023-12-01,78,trends-q4-peignoir-homme.json
peignoir homme,2024-01-01,22,trends-q4-peignoir-homme.json
peignoir homme,2024-02-01,18,trends-q4-peignoir-homme.json
peignoir homme,2024-03-01,13,trends-q4-peignoir-homme.json
peignoir homme,2024-04-01,12,trends-q4-peignoir-homme.json
peignoir homme,2024-05-01,11,trends-q4-peignoir-homme.json
peignoir homme,2024-06-01,14,trends-q4-peignoir-homme.json
peignoir homme,2024-07-01,10,trends-q4-peignoir-homme.json
peignoir homme,2024-08-01,11,trends-q4-peignoir-homme.json
peignoir homme,2024-09-01,17,trends-q4-peignoir-homme.json
peignoir homme,2024-10-01,22,trends-q4-peignoir-homme.json
peignoir homme,2024-11-01,52,trends-q4-peignoir-homme.json
peignoir homme,2024-12-01,74,trends-q4-peignoir-homme.json
peignoir homme,2025-01-01,24,trends-q4-peignoir-homme.json
peignoir homme,2025-02-01,18,trends-q4-peignoir-homme.json
peignoir homme,2025-03-01,11,trends-q4-peignoir-homme.json
peignoir homme,2025-04-01,11,trends-q4-peignoir-homme.json
peignoir homme,2025-05-01,13,trends-q4-peignoir-homme.json
peignoir homme,2025-06-01,14,trends-q4-peignoir-homme.json
peignoir homme,2025-07-01,11,trends-q4-peignoir-homme.json
peignoir homme,2025-08-01,12,trends-q4-peignoir-homme.json
peignoir homme,2025-09-01,18,trends-q4-peignoir-homme.json
peignoir homme,2025-10-01,25,trends-q4-peignoir-homme.json
peignoir homme,2025-11-01,60,trends-q4-peignoir-homme.json
peignoir homme,2025-12-01,75,trends-q4-peignoir-homme.json
peignoir homme,2026-01-01,24,trends-q4-peignoir-homme.json
peignoir homme,2026-02-01,19,trends-q4-peignoir-homme.json
peignoir homme,2026-03-01,15,trends-q4-peignoir-homme.json
peignoir homme,2026-04-01,13,trends-q4-peignoir-homme.json
peignoir homme,2026-05-01,16,trends-q4-peignoir-homme.json
peignoir homme,2026-06-01,15,trends-q4-peignoir-homme.json
peignoir homme,2026-07-01,10,trends-q4-peignoir-homme.json
peignoir homme,2026-08-01,14,trends-q4-peignoir-homme.json
